field0	field1	field2	field3
141886	8252	2196	43408
141887	8229	2236	43408
141888	8172	2271	43408
141889	8126	2271	43408
141890	8103	2248	43408
141891	8081	2208	43408
141892	8075	2168	43408
141893	8086	2127	43408
141894	8144	2082	43408
141895	8121	2030	43409
141896	8172	2030	43409
141897	8218	2047	43409
141898	8241	2082	43409
141899	8258	2145	43409
141900	8258	2208	43409
141901	8224	2242	43409
141902	8178	2271	43409
141903	8103	2253	43409
141904	8058	2202	43409
141905	8058	2133	43409
141906	8069	2082	43409
141907	8126	2082	43410
141908	8161	2093	43410
141909	8195	2116	43410
141910	8241	2162	43410
141911	8241	2225	43410
141912	8189	2248	43410
141913	8121	2265	43410
141914	8063	2231	43410
141915	8035	2190	43410
141916	8029	2139	43410
141917	8052	2093	43410
141918	8075	2087	43410
141919	7597	1334	43411
141920	7848	1653	43411
141921	7899	1735	43411
141922	7966	1848	43411
141923	7870	1935	43411
141924	7757	1987	43411
141925	7692	1959	43411
141926	7616	1908	43411
141927	7583	1811	43411
141928	7480	1405	43411
141929	7597	1334	43412
141930	7848	1653	43412
141931	7899	1735	43412
141932	7966	1848	43412
141933	7870	1935	43412
141934	7757	1987	43412
141935	7692	1959	43412
141936	7616	1908	43412
141937	7583	1811	43412
141938	7480	1405	43412
141939	7593	1305	43413
141940	7598	1305	43413
141941	7624	1355	43413
141942	7623	1359	43413
141943	7621	1363	43413
141944	7618	1367	43413
141945	7608	1379	43413
141946	7601	1385	43413
141947	7577	1385	43413
141948	7558	1359	43413
141949	7522	1362	43413
141950	7575	1306	43413
141951	6363	2357	43414
141952	6168	2661	43415
141953	7597	1334	43416
141954	7848	1653	43416
141955	7899	1735	43416
141956	7966	1848	43416
141957	7870	1935	43416
141958	7757	1987	43416
141959	7692	1959	43416
141960	7616	1908	43416
141961	7583	1811	43416
141962	7480	1405	43416
141963	7597	1334	43417
141964	7848	1653	43417
141965	7899	1735	43417
141966	7966	1848	43417
141967	7870	1935	43417
141968	7757	1987	43417
141969	7692	1959	43417
141970	7616	1908	43417
141971	7583	1811	43417
141972	7480	1405	43417
141973	5262	1679	43418
141974	5247	1664	43419
142000	5555	2261	43423
142001	991	163	43424
142002	5262	1958	43425
142006	693	-205	43426
142019	577	37	43428
142020	579	54	43428
142021	579	65	43428
142022	579	80	43428
142023	575	93	43428
142024	560	106	43428
142025	546	107	43428
142026	531	89	43428
142027	531	67	43428
142028	536	54	43428
142029	546	39	43428
142030	555	32	43428
142031	617	-50	43429
142032	634	-46	43429
142033	636	-31	43429
142034	632	-15	43429
142035	625	8	43429
142036	614	28	43429
142037	599	34	43429
142038	584	32	43429
142039	577	10	43429
142040	577	-2	43429
142041	582	-17	43429
142042	604	-46	43429
142043	649	-151	43430
142044	667	-144	43430
142045	676	-129	43430
142046	676	-120	43430
142047	676	-103	43430
142048	676	-92	43430
142049	671	-79	43430
142050	662	-64	43430
142051	641	-57	43430
142052	628	-66	43430
142053	625	-127	43430
142054	636	-144	43430
142055	753	-155	43431
142056	768	-144	43431
142057	776	-121	43431
142058	781	-68	43431
142059	781	-59	43431
142060	776	-39	43431
142061	753	-41	43431
142062	746	-55	43431
142063	742	-72	43431
142064	739	-98	43431
142065	739	-101	43431
142066	744	-147	43431
142067	632	282	43432
142068	627	310	43432
142069	601	337	43432
142070	577	352	43432
142071	557	356	43432
142072	538	350	43432
142073	522	332	43432
142074	527	315	43432
142075	547	297	43432
142076	562	289	43432
142077	582	282	43432
142078	606	276	43432
142079	697	-170	43433
142080	4902	2208	43434
142081	5641	2480	43435
142082	5297	2504	43436
142083	5660	2502	43437
142084	4899	2207	43438
142085	5296	2505	43439
142086	5659	2504	43440
142087	5640	2479	43441
142088	5550	2261	43442
142089	5267	1682	43443
142090	5251	1663	43444
142091	991	159	43445
142092	5267	1965	43446
142093	603	291	43447
142094	610	291	43447
142095	619	293	43447
142096	619	300	43447
142097	616	310	43447
142098	610	321	43447
142099	604	324	43447
142100	571	339	43447
142101	544	343	43447
142102	538	343	43447
142103	529	299	43447
142104	533	297	43447
142105	564	19	43448
142106	566	19	43448
142107	581	78	43448
142108	582	82	43448
142109	582	85	43448
142110	542	98	43448
142111	538	65	43448
142112	538	60	43448
142113	538	56	43448
142114	538	49	43448
142115	538	45	43448
142116	538	41	43448
142117	621	-46	43449
142118	623	-44	43449
142119	616	-22	43449
142120	612	-11	43449
142121	592	32	43449
142122	586	28	43449
142123	571	1	43449
142124	571	0	43449
142125	571	-7	43449
142126	571	-9	43449
142127	584	-37	43449
142128	590	-44	43449
142129	645	-153	43450
142130	649	-149	43450
142131	658	-138	43450
142132	663	-127	43450
142133	667	-118	43450
142134	669	-112	43450
142135	669	-109	43450
142136	643	-72	43450
142137	627	-64	43450
142138	621	-63	43450
142139	632	-118	43450
142140	639	-138	43450
142141	750	-145	43451
142142	752	-140	43451
142143	770	-52	43451
142144	770	-48	43451
142145	750	-55	43451
142146	746	-61	43451
142147	744	-66	43451
142148	731	-114	43451
142149	731	-120	43451
142150	737	-131	43451
142151	742	-138	43451
142152	746	-142	43451
142153	695	-166	43452
142162	-971	2172	43454
142190	718	2849	43460
142191	514	3175	43460
142192	118	3115	43460
142193	451	2918	43460
142194	-1234	1965	32429
142195	-1191	1895	32429
142196	-1168	1851	32429
142197	-1319	2378	43461
142198	-330	3162	43462
142199	-287	3162	43462
142200	-221	3167	43462
142201	-202	3171	43462
142202	-150	3186	43462
142203	-160	3219	43462
142204	-363	3237	43462
142205	-396	3237	43462
142206	-424	3237	43462
142207	-443	3233	43462
142208	-452	3190	43462
142209	-396	3167	43462
142210	-1116	3194	43463
142211	-1081	3203	43463
142212	-1051	3211	43463
142213	-944	3373	43463
142214	-1133	3254	43463
142215	-1144	3246	43463
142216	-1156	3216	43463
142217	-1149	3210	43463
142224	-11150	-2717	25616
142225	-11183	-2748	25616
142226	-11517	-3085	25617
142227	-11419	-3046	25617
142228	-11317	-2984	25617
142229	-11318	-2746	25617
142230	-11546	-2984	25617
142235	-10956	-2924	43466
142236	-10918	-2885	43466
142237	-10920	-2802	43466
142247	-683	2630	43468
142248	-11016	-2721	43466
142249	-11083	-2718	43466
142250	-11219	-2716	43466
142251	-11051	-2884	43466
142252	-10884	-2935	43469
142253	-11184	-3348	43470
142254	-11185	-3217	43470
142255	-11248	-3128	43470
142256	-11315	-3148	43470
142257	-11383	-3217	43470
142258	-11352	-3252	43470
142263	-11150	-2717	25619
142264	-11183	-2748	25619
142265	-11517	-3085	25620
142266	-11419	-3046	25620
142267	-11317	-2984	25620
142268	-11318	-2746	25620
142269	-11546	-2984	25620
142270	-11184	-3348	43472
142271	-11185	-3217	43472
142272	-11248	-3128	43472
142273	-11315	-3148	43472
142274	-11383	-3217	43472
142275	-11352	-3252	43472
142282	-10956	-2924	43475
142283	-10918	-2885	43475
142284	-10920	-2802	43475
142285	-11016	-2721	43475
142286	-11083	-2718	43475
142287	-11219	-2716	43475
142288	-11051	-2884	43475
142289	-10884	-2935	43476
142296	-10956	-2924	43477
142297	-10918	-2885	43477
142298	-10920	-2802	43477
142299	-11016	-2721	43477
142300	-11083	-2718	43477
142301	-11219	-2716	43477
142302	-11051	-2884	43477
142303	-11385	-3286	43478
142304	-11352	-3252	43478
142305	-11349	-3183	43478
142306	-11581	-3182	43478
142307	-11548	-3249	43478
142314	-10884	-2935	43481
142321	-10956	-2924	43482
142322	-10918	-2885	43482
142323	-10920	-2802	43482
142324	-11016	-2721	43482
142325	-11083	-2718	43482
142326	-11219	-2716	43482
142327	-11051	-2884	43482
142328	-11385	-3286	43483
142329	-11352	-3252	43483
142330	-11349	-3183	43483
142331	-11581	-3182	43483
142332	-11548	-3249	43483
142339	-10884	-2935	43486
142340	-10920	-2802	25628
142341	-11016	-2721	25628
142342	-11083	-2718	25628
142343	-11219	-2716	25628
142344	-11051	-2884	25628
142351	-11184	-3348	43488
142352	-11185	-3217	43488
142353	-11248	-3128	43488
142354	-11315	-3148	43488
142355	-11383	-3217	43488
142356	-11352	-3252	43488
142359	-10884	-2935	43490
142360	-11390	-3196	43491
142361	-11331	-3065	43491
142362	-11610	-3058	43491
142366	-10920	-2802	25631
142367	-11016	-2721	25631
142368	-11083	-2718	25631
142369	-11219	-2716	25631
142370	-11051	-2884	25631
142374	-11395	-3162	43493
142375	-11622	-3065	43493
142376	-11377	-3066	43493
142377	-11184	-3348	43494
142378	-11185	-3217	43494
142379	-11248	-3128	43494
142380	-11315	-3148	43494
142381	-11383	-3217	43494
142382	-11352	-3252	43494
142385	-10884	-2935	43496
142388	-11602	-3434	43497
142389	-11265	-3414	43497
142390	-11257	-3398	43497
142391	-11253	-3386	43497
142392	-11245	-3350	43497
142393	-11245	-3342	43497
142394	-11578	-3290	43497
142395	-11590	-3290	43497
142396	-11594	-3330	43497
142397	-11602	-3410	43497
142398	-11602	-3418	43497
142399	-11602	-3426	43497
142400	-11502	-2956	43498
142401	-11498	-2932	43498
142402	-11498	-2916	43498
142403	-11498	-2900	43498
142404	-11498	-2884	43498
142405	-11498	-2868	43498
142406	-11498	-2848	43498
142407	-11522	-2836	43498
142408	-11550	-2840	43498
142409	-11582	-2872	43498
142410	-11602	-2896	43498
142411	-11598	-2912	43498
142412	-10835	-2743	43499
142413	-10823	-2739	43499
142414	-10823	-2723	43499
142415	-10823	-2707	43499
142416	-10823	-2691	43499
142417	-10823	-2675	43499
142418	-10823	-2651	43499
142419	-10879	-2603	43499
142420	-10883	-2603	43499
142421	-10948	-2627	43499
142422	-10948	-2639	43499
142423	-10932	-2659	43499
142424	-11366	-2599	43500
142425	-11305	-2575	43500
142426	-11285	-2567	43500
142427	-11277	-2559	43500
142428	-11265	-2490	43500
142429	-11265	-2486	43500
142430	-11345	-2506	43500
142431	-11353	-2510	43500
142432	-11357	-2519	43500
142433	-11366	-2551	43500
142434	-11370	-2571	43500
142435	-11370	-2587	43500
142436	-11446	-2695	43501
142437	-11438	-2683	43501
142438	-11438	-2667	43501
142439	-11438	-2651	43501
142440	-11438	-2635	43501
142441	-11438	-2619	43501
142442	-11438	-2603	43501
142443	-11438	-2595	43501
142444	-11438	-2583	43501
142445	-11494	-2603	43501
142446	-11502	-2615	43501
142447	-11514	-2671	43501
142448	-11252	-3561	43502
142453	2544	-6523	43504
142454	2550	-6523	43504
142455	2939	-5782	43504
142456	2994	-5660	43504
142457	3030	-5569	43504
142458	2781	-5544	43504
142459	2428	-5538	43504
142460	2392	-5599	43504
142461	2307	-6025	43504
142462	2282	-6177	43504
142463	2282	-6280	43504
142464	2282	-6371	43504
142465	2568	-6529	43505
142466	2605	-6475	43505
142467	2781	-6104	43505
142468	3030	-5563	43505
142469	3012	-5532	43505
142470	2720	-5526	43505
142471	2574	-5526	43505
142472	2392	-5599	43505
142473	2343	-5776	43505
142474	2294	-5994	43505
142475	2282	-6238	43505
142476	2300	-6384	43505
142477	-8853	-2376	43506
142478	-8746	-2241	43506
142479	-8770	-2164	43506
142480	-8788	-2120	43506
142481	-8999	-2120	43506
142482	-9048	-2140	43506
142483	-8970	-2336	43506
142484	-7193	-3793	43507
142499	-10632	-3009	43510
142500	-11220	-3476	43511
142501	-11236	-2607	43512
142502	-11234	-2842	43513
142503	9523	-7352	43514
142504	-7863	-2626	43515
142505	4786	-613	43516
142506	-74	2159	43517
142507	4269	3137	43518
142508	4446	3138	43519
142557	-10144	1060	43524
142558	-9945	-150	43525
142559	-9942	-149	43525
142560	-9942	-145	43525
142561	-9945	-144	43525
142562	-9947	-144	43525
142563	-10712	-1251	43526
142564	-10684	-1233	43526
142565	-10731	-1215	43526
142566	-10555	-1323	43527
142567	-9333	264	43528
142568	-9323	264	43528
142569	-9324	268	43528
142570	-9325	272	43528
142571	-9335	286	43528
142572	-9338	285	43528
142573	-9342	281	43528
142574	-9337	267	43528
142575	-9505	-1216	43529
142576	-9468	-1182	43529
142577	-9450	-1162	43529
142578	-9452	-1158	43529
142579	-9472	-1158	43529
142580	-9477	-1163	43529
142581	-9479	-1165	43529
142582	-9508	-1210	43529
142583	-9239	-2053	43530
142584	-9246	-2009	43530
142585	-9256	-2012	43530
142586	-4137	-1103	43531
142587	-4124	-1102	43531
142588	-4127	-1088	43531
142589	-4098	-1287	43532
142590	-4075	-1267	43532
142591	-4082	-1257	43532
142592	2286	1302	43533
142593	2363	1311	43533
142594	2319	1359	43533
142595	-3809	-4533	43534
142596	-3645	-4467	43534
142597	-3700	-4356	43534
142598	-3788	-4347	43534
142599	-3810	-4389	43534
142600	-2221	-3724	43535
142601	-2044	-3687	43535
142602	-1990	-3629	43535
142603	-2002	-3588	43535
142604	-2134	-3531	43535
142605	-2218	-3715	43535
142606	-21	-3664	43536
142607	-2	-3655	43536
142608	8	-3632	43536
142609	9	-3624	43536
142610	-26	-3621	43536
142611	812	793	43537
142612	825	802	43537
142613	857	835	43537
142614	847	854	43537
142615	822	870	43537
142616	800	849	43537
142617	798	821	43537
142618	-4685	-12459	43538
142619	-4669	-12444	43538
142620	-4645	-12418	43538
142621	-4678	-12369	43538
142622	-4713	-12375	43538
142623	-4719	-12406	43538
142624	-4715	-12448	43538
142625	-2051	5353	43539
142626	-2048	5363	43539
142627	-2057	5360	43539
142628	-1956	-11838	43540
142629	-1954	-11838	43540
142630	-1951	-11838	43540
142631	-1948	-11834	43540
142632	-1951	-11833	43540
142633	-1953	-11834	43540
142634	1422	-3347	43541
142635	1456	-3322	43541
142636	1458	-3318	43541
142637	1462	-3243	43541
142638	1319	-3246	43541
142639	1304	-3278	43541
142640	1351	-3311	43541
142641	1400	-3344	43541
142642	-7821	-1847	43542
142660	6360	-3794	43545
142661	6513	-3681	43545
142662	6578	-3572	43545
142663	6583	-3482	43545
142664	6483	-3447	43545
142665	6447	-3450	43545
142666	6348	-3717	43545
142667	6950	-4034	43546
142668	6986	-3923	43546
142669	6984	-3483	43546
142670	6850	-2917	43546
142671	6618	-2983	43546
142672	6740	-3614	43546
142673	6753	-3649	43546
142674	6920	-3983	43546
142675	5694	-5047	43547
142676	5795	-4997	43547
142677	5783	-4883	43547
142678	5737	-4842	43547
142679	5477	-4860	43547
142680	5460	-4923	43547
142681	5486	-4961	43547
142682	5610	-5027	43547
142683	7014	-4816	43548
142684	7213	-4552	43548
142685	7218	-4483	43548
142686	7215	-4218	43548
142687	7012	-4220	43548
142688	6885	-4349	43548
142689	6774	-4524	43548
142690	6984	-4783	43548
142691	7486	-5153	43549
142692	7683	-5016	43549
142693	7776	-4819	43549
142694	7797	-4733	43549
142695	7749	-4715	43549
142696	7689	-4712	43549
142697	7419	-4817	43549
142698	7382	-4885	43549
142699	7351	-5084	43549
142703	5429	-439	43551
142752	-9953	-3631	43556
142754	1930	-4137	43558
142755	-2316	2405	43559
142756	-2052	2417	43559
142757	-1923	2591	43559
142758	-1953	2682	43559
142759	-2051	2688	43559
142760	-2260	2678	43559
142761	-2279	2668	43559
142762	-2454	2522	43559
142763	-2460	2504	43559
142764	-2436	2453	43559
142765	-2414	2411	43559
142766	-2407	2410	43559
142767	-1394	2417	43560
142768	-1383	2417	43560
142769	-1152	2647	43560
142770	-1081	2820	43560
142771	-1066	2860	43560
142772	-1064	2916	43560
142773	-1067	2927	43560
142774	-1372	2940	43560
142775	-1615	2882	43560
142776	-1406	2423	43560
142777	-1684	815	43561
142778	-1588	846	43561
142779	-1518	916	43561
142780	-1618	1245	43561
142781	-1654	1279	43561
142782	-1817	1307	43561
142783	-1883	1315	43561
142784	-1963	1268	43561
142785	-2049	1216	43561
142786	-2088	1153	43561
142787	-1817	817	43561
142788	-1010	875	43562
142789	-950	882	43562
142790	-931	888	43562
142791	-840	919	43562
142792	-796	934	43562
142793	-756	955	43562
142794	-726	1014	43562
142795	-717	1150	43562
142796	-786	1187	43562
142797	-1115	1197	43562
142798	-1121	890	43562
142799	1912	-4332	43563
142800	1912	-4332	43564
142804	-1815	1621	43566
142805	-1717	1717	43566
142806	-1587	1849	43566
142807	-1587	1917	43566
142808	-1986	1984	43566
142809	-2117	1916	43566
142810	-2084	1812	43566
142811	-1848	1778	43567
142812	-1664	1793	43567
142813	-1653	1926	43567
142814	-1691	1972	43567
142815	-1823	2064	43567
142816	-1919	2052	43567
142817	-2087	1903	43567
142818	-2093	1871	43567
142819	-1898	1783	43567
142820	-2064	1871	43568
142821	-1843	1939	43568
142822	-2042	1944	43568
142823	-2078	1913	43568
142824	163	1257	43569
142827	1912	-4332	43572
142828	1912	-4332	43573
142830	1912	-4332	43574
142831	-6600	-650	43575
142832	-6646	-625	43575
142833	-6608	-649	43575
142834	1912	-4332	43576
142835	-1741	5343	43577
142836	-151	1101	43578
142837	-142	1119	43578
142838	-137	1195	43578
142839	2047	-4328	43579
142840	-1740	3224	43580
142841	1918	-4336	43581
142842	1918	-4336	43582
142843	1918	-4336	43583
142845	1918	-4336	43585
142847	1912	-4338	43587
142848	1918	-4336	43588
142850	-298	2643	43590
142851	-241	2690	43590
142852	-277	2847	43590
142853	-330	2886	43590
142854	-761	3161	43590
142855	-867	3127	43590
142856	-980	3089	43590
142857	-589	2648	43590
142862	550	256	43597
142865	520	-465	43601
142869	1918	-4336	43605
142871	-10352	-1048	22520
142872	-10277	-1038	22520
142873	-10248	-1017	22520
142874	-10183	-950	22520
142875	-10186	-884	22520
142876	-10251	-883	22520
142877	-10387	-1019	22520
142878	-10499	-1158	22521
142883	520	-348	43606
142885	2044	-4337	43608
142886	1925	-4166	43609
142888	-10027	-1105	43610
142889	-9927	-574	43610
142890	-9965	-545	43610
142891	-10046	-506	43610
142892	-10063	-526	43610
142893	-10156	-772	43610
142894	-10156	-820	43610
142895	-10156	-905	43610
142896	-10156	-973	43610
142897	-10156	-1002	43610
142898	-10114	-1044	43610
142899	-10033	-1102	43610
142913	-8822	518	43615
142914	1295	324	43613
142915	1912	-4332	43616
142916	-11168	-141	43617
142917	-10582	-1321	43618
142918	2056	-4335	43619
142919	2054	-4332	43620
142920	2048	-4334	43621
142921	2054	-4322	43622
142922	2056	-4314	43623
142923	-9767	-3900	43624
142924	-9767	-3834	43624
142925	-9767	-3767	43624
142926	-9800	-3800	43624
142927	-9800	-3866	43624
142931	-269	-721	43626
142932	-237	-618	43627
142933	-10300	-4333	43628
142934	-10034	-4233	43628
142935	-9934	-4167	43628
142936	-9900	-4134	43628
142937	-9834	-4067	43628
142938	-10367	-4300	43628
142939	-379	-740	43629
142940	229	-309	43630
142941	208	212	43631
142943	353	-78	43634
142944	418	4	43635
142945	261	-48	43636
142946	315	21	43637
142948	406	-60	43639
142949	5832	-4108	43640
142950	-10724	-4040	43641
142956	-8105	-4652	43647
142957	-3475	-3751	43648
142958	-4800	983	43649
142959	-4783	991	43649
142960	-4616	1091	43649
142961	-4616	1116	43649
142962	-4616	1141	43649
142963	-4616	1150	43649
142964	-4625	1174	43649
142965	-4641	1174	43649
142966	-4774	1166	43649
142967	-4791	1158	43649
142968	-4866	1033	43649
142969	-4850	1016	43649
142970	-9887	-4332	43650
142971	-9686	-4071	43650
142972	-9678	-4057	43650
142973	-9675	-4038	43650
142974	-9686	-4013	43650
142975	-9692	-4002	43650
142976	-9711	-4010	43650
142977	-9728	-4029	43650
142978	-9915	-4260	43650
142979	-9926	-4277	43650
142980	-9923	-4291	43650
142981	-9893	-4329	43650
142982	-10316	-4467	43651
142983	-10264	-4456	43651
142984	-10217	-4445	43651
142985	-10176	-4434	43651
